symbol,year,revenue,net_income,eps,roe,de,payout
4321,2025,2288296428.0,1266893372.0,2.67,8.1665,1.275,0.4218
4330,2021,,,0.5623,,,
4330,2022,210409286.0,88927084.0,0.5179,5.8073,0.9398,1.757
4330,2023,257983271.0,21653191.0,0.1261,1.4759,0.9779,3.9647
4330,2024,264471881.0,-187275085.0,-1.0907,-15.246,1.1346,-0.275
4330,2025,275516339.0,-13461064.0,-0.0784,-1.1605,1.1864,-4.0774
4331,2021,,,0.3637,,,
4331,2022,6030842.0,5695096.0,0.4826,6.7176,,0.6058
4331,2023,5975801.0,7249609.0,0.6144,8.2373,,0.5544
4331,2024,6504660.0,3023955.0,0.2563,3.5034,,1.5609
4331,2025,7106043.0,7361969.0,0.6239,8.3091,,0.6892
4332,2021,10147772.0,-9155461.0,-0.1387,-1.6978,0.4675,
4332,2022,10177668.0,-48506344.0,-0.7349,-9.8841,0.5107,
4332,2023,24087813.0,13756614.0,0.2084,2.7267,0.4244,
4333,2021,,,0.7737,,,
4333,2022,62446254.0,33158623.0,0.6501,6.0713,0.5543,1.015
4333,2023,66397361.0,36298505.0,0.7117,6.602,0.5501,0.8992
4333,2024,67430476.0,32517272.0,0.6376,5.9156,0.5526,1.0038
4333,2025,66309013.0,33736012.0,0.6615,6.1319,0.5508,0.9855
4334,2021,,,,,,
4334,2022,61879928.0,28210372.0,0.4597,5.6507,0.402,2.1972
4334,2023,61711995.0,44519775.0,0.7254,8.6671,0.3894,0.6755
4334,2024,63758890.0,41137008.0,0.6703,7.9987,0.3876,0.9846
4334,2025,68048719.0,34024412.0,0.5544,6.7083,0.3916,1.2085
4335,2021,,,,,,
4335,2022,100616509.0,10900439.0,0.12,1.3344,0.9755,4.8438
4335,2023,95517923.0,-8349470.0,-0.09,-1.064,1.0122,-2.8457
4335,2024,95358405.0,-22289468.0,-0.25,-2.9924,1.0606,-0.7896
4335,2025,86972655.0,-109894005.0,-1.25,-17.9022,1.2741,-0.1922
4336,2021,,,0.4482,,,
4336,2022,96014963.0,-106042.0,-0.0016,-0.0177,0.9796,-366.0996
4336,2023,113540497.0,-11806606.0,-0.1138,-1.4929,0.6031,-3.2576
4336,2024,119449859.0,15138500.0,0.1459,1.9627,0.9049,2.3305
4336,2025,124537048.0,-28361977.0,-0.2733,-4.0065,1.0173,-1.1708
4337,2021,,,,,,
4337,2022,36786301.0,-83388207.0,-1.4568,-20.3292,0.3654,-0.103
4337,2023,19953417.0,-52231895.0,-0.9125,-14.5916,0.4187,
4337,2024,17685265.0,-114922138.0,-2.0077,-47.2861,0.6167,
4337,2025,20760456.0,-929455.0,-0.0162,-0.3839,0.6191,
4338,2021,,,0.5485,,,
4338,2022,185120000.0,66117000.0,0.48,5.194,0.4629,1.4558
4338,2023,183063000.0,40556000.0,0.29,3.2763,0.5332,1.8647
4338,2024,187647000.0,26678000.0,0.19,2.231,0.5973,2.577
4338,2025,196715000.0,18387000.0,0.1337,1.5957,0.6445,3.3651
4339,2021,,,0.4238,,,
4339,2022,123127631.0,47184270.0,0.4389,5.3495,0.848,1.5949
4339,2023,103489386.0,40270844.0,0.3746,4.5531,0.6874,0.9394
4339,2024,97302069.0,14835952.0,0.138,1.7061,0.6933,2.0049
4339,2025,100305291.0,8725238.0,0.0812,1.0376,0.7254,4.2878
4340,2021,,,-1.0817,,,
4340,2022,158156358.0,113410901.0,0.7007,8.997,0.7111,0.7286
4340,2023,192066813.0,75547599.0,0.2741,3.4127,0.4049,1.6444
4340,2024,237694624.0,187246875.0,0.6794,8.3192,0.3983,0.7901
4340,2025,231072089.0,147389966.0,0.5348,6.5366,0.3975,0.9581
4342,2021,,,0.1762,,,
4342,2022,158453725.0,77641492.0,0.4163,,,1.9218
4342,2023,141254094.0,200274317.0,1.0738,10.9406,0.1104,0.745
4342,2024,177968998.0,55774988.0,0.299,3.2108,0.3123,2.6752
4342,2025,189560276.0,64598286.0,0.3464,3.9091,0.3283,2.3098
4344,2021,,,-0.3016,,,
4344,2022,137505273.0,41110344.0,0.3499,4.1218,0.7963,1.7484
4344,2023,161784997.0,33561234.0,0.1795,2.1889,0.5172,2.7359
4344,2024,173534076.0,14409840.0,0.0771,0.9909,0.664,6.7527
4344,2025,216429425.0,79251451.0,0.4239,5.4289,1.2469,0.8995
4345,2021,,,-0.1259,,,
4345,2022,48735471.0,-3603344.0,-0.0305,-0.3979,0.0081,-7.1604
4345,2023,51633469.0,-10220410.0,-0.0866,-1.1811,0.0717,-2.9441
4345,2024,79840216.0,8129878.0,0.0689,0.9728,0.3158,4.6446
4345,2025,101705705.0,-21006754.0,-0.178,-2.7161,0.8545,-1.966
4346,2021,,,-1.817,,,
4346,2022,44366798.0,13689377.0,0.1868,2.6093,0.8745,0.8029
4346,2023,33138931.0,-11473146.0,-0.1566,-2.2358,0.8716,-0.0
4346,2024,29711540.0,8117894.0,0.1108,1.575,0.8474,0.7222
4346,2025,34537092.0,356829.0,0.0049,0.0692,0.7479,0.0
4347,2021,,,0.4015,,,
4347,2022,246681958.0,97579682.0,0.599,7.0662,0.2795,1.1016
4347,2023,243078323.0,110901375.0,0.6809,8.0111,0.1737,0.9693
4347,2024,240619867.0,88436872.0,0.543,6.4853,0.4681,1.234
4347,2025,278100787.0,103694624.0,0.6366,7.7273,0.4755,1.2095
4348,2021,,,-0.3285,,,
4348,2022,106129879.0,43376044.0,0.3076,4.055,0.7041,1.4646
4348,2023,88864593.0,35135066.0,0.2492,3.3602,0.7195,1.1391
4348,2024,108499357.0,59338554.0,0.4208,5.6744,0.7186,0.8993
4348,2025,85907125.0,37465525.0,0.2657,3.6589,0.5866,1.4244
5110,2021,,,,,,
5110,2022,72079424000.0,15135224000.0,1.79,5.888,0.3888,0.1918
5110,2023,75329673000.0,10249299000.0,0.62,3.9987,0.4304,0.2806
5110,2024,88665641000.0,6866943000.0,-0.46,2.7318,0.5761,0.4254
5110,2025,102217782000.0,12974811000.0,0.96,5.0352,0.7756,0.225
6001,2022,1024321362.0,2917385.0,0.08,0.6727,0.8935,24.2389
6001,2023,882721622.0,-98011332.0,-2.77,-31.9426,1.242,
6001,2024,969055854.0,44667304.0,1.26,15.4241,0.907,
6001,2025,903865726.0,42607602.0,1.21,12.6868,0.5025,
6002,2022,1243838271.0,3546104.0,0.05,0.3356,0.5681,
6002,2023,1173695530.0,8386476.0,0.13,0.8115,0.5591,3.8562
6002,2024,1124768690.0,-116524061.0,-1.8,-12.5973,0.5645,
6002,2025,1082561626.0,-77478271.0,-1.2,-9.1234,0.5382,
6004,2021,,,,,,
6004,2022,1818006368.0,257103138.0,3.14,22.9572,0.2745,0.0002
6004,2023,2133762298.0,282657704.0,3.45,21.9784,0.1903,0.4342
6004,2024,2299259701.0,352770108.0,4.3,24.2985,0.2611,0.5233
6004,2025,2441044531.0,313621296.0,3.82,19.9143,0.5474,0.5997
6010,2021,,,,,,
6010,2022,2694247713.0,95491687.0,0.2917,7.373,1.2206,0.0024
6010,2023,3196966537.0,302064771.0,1.77,8.4074,0.1194,0.0008
6010,2024,3220400393.0,774631968.0,2.57,18.0276,0.0574,0.0005
6010,2025,3526978695.0,393348637.0,1.31,8.5359,0.124,0.0005
6012,2021,,,,,,
6012,2022,159177603.0,-24621384.0,-3.8171,-13.3095,0.3518,
6012,2023,177373734.0,-30889166.0,-1.95,-20.0504,0.4707,
6012,2024,155367760.0,-73105420.0,-4.62,-90.2778,0.763,
6012,2025,114080252.0,-64729123.0,-9.0784,-377.5078,2.9929,
6013,2021,,,,,,
6013,2022,98650440.0,-3223093.0,-1.07,-12.3722,1.7938,
6013,2023,89114130.0,-5168411.0,-1.71,-24.7016,2.156,
6013,2024,97358918.0,1299272.0,0.43,5.8341,1.405,
6013,2025,104214706.0,-5169605.0,-1.72,-30.3175,1.9366,
6020,2021,,,,,,
6020,2022,10862021.0,7049432.0,0.235,2.3253,,
6020,2023,10466253.0,-6713311.0,-0.224,-2.2653,,
6020,2024,10046288.0,10238032.0,0.341,3.3386,,
6020,2025,9299692.0,4171932.0,0.139,1.3431,,
6040,2021,,,,,,
6040,2022,134371386.0,-51468608.0,-1.3138,-22.3871,0.0352,-0.001
6040,2023,102709702.0,80788890.0,2.1,24.6101,0.0475,0.0005
6040,2024,47353789.0,-144226008.0,-3.68,-80.3554,0.377,-0.0001
6040,2025,35591987.0,-95871913.0,-2.45,-110.4888,0.9594,-0.0007
6050,2022,48815516.0,-63389796.0,-9.4348,-26.8828,0.2228,
