symbol,year,revenue,net_income,eps,roe,de,payout
2170,2025,1301506000.0,-833850000.0,-12.05,-33.2517,0.0064,-0.1856
2180,2021,,,,,,
2180,2022,260654273.0,9795159.0,0.85,7.4187,0.5793,
2180,2023,258194159.0,11989910.0,1.04,8.3436,0.4144,
2180,2024,245679984.0,930509.0,0.08,0.6398,0.346,
2180,2025,251634511.0,-19107882.0,-1.66,-15.14,0.6841,
2190,2022,993837003.0,36729508.0,0.45,2.4229,0.5799,1.7773
2190,2023,1603429121.0,71203083.0,0.87,4.719,0.9623,0.9168
2190,2024,1320957294.0,-741877.0,-0.01,-0.0502,0.9331,-43.8539
2190,2025,1605538520.0,96398279.0,1.19,6.4507,0.9022,0.675
2200,2022,479048000.0,-10488000.0,-0.042,-10.3523,4.244,
2200,2023,1089133000.0,132105000.0,0.528,56.6685,2.0117,
2200,2024,1138273000.0,168177000.0,0.672,41.9065,1.0442,
2200,2025,874055000.0,110474000.0,0.44,22.6325,0.2674,0.2037
2210,2021,554277000.0,27689000.0,1.183,7.9154,1.5078,
2210,2022,577211000.0,37016000.0,1.574,9.5902,1.2663,
2210,2023,445246000.0,-156885000.0,-6.67,-68.3666,2.2924,
2210,2024,380301000.0,11719000.0,0.498,4.8004,2.2981,
2220,2022,257631441.0,-38997304.0,-1.1,-12.3579,0.1066,
2220,2023,217269795.0,-31470394.0,-0.89,-11.0702,0.1013,
2220,2024,244497759.0,-40296356.0,-1.14,-16.4155,0.115,
2220,2025,239998016.0,-22294769.0,-0.63,-9.882,0.2679,
2222,2021,,,,,,
2222,2022,2266373000000.0,597215000000.0,2.47,41.2181,0.2713,0.471
2222,2023,1856373000000.0,452753000000.0,1.87,29.5029,0.1891,0.8099
2222,2024,1801674000000.0,393891000000.0,1.63,27.0116,0.219,1.1829
2222,2025,1671204000000.0,348042000000.0,1.44,23.3273,0.2437,0.9207
2230,2021,,,,,,
2230,2022,3695868000.0,80223000.0,0.1,4.8331,0.9079,0.5256
2230,2023,4854848000.0,182886000.0,0.22,10.1587,0.6813,0.2308
2230,2024,6375284000.0,291241000.0,0.35,13.9287,0.7588,0.1448
2230,2025,6880674000.0,335318000.0,0.4,14.0721,0.4965,0.1257
2240,2021,,,,,,
2240,2022,3926186000.0,-178069000.0,-2.97,-23.0994,3.7717,
2240,2023,4684427000.0,-297843000.0,-4.96,-65.9232,5.2127,
2240,2024,6090496000.0,26805000.0,0.45,5.951,4.8192,
2240,2025,6200549000.0,101027000.0,1.68,18.4434,4.0892,
2250,2021,,,,,,
2250,2022,0.0,277440000.0,0.4556,2.5961,,6.1088
2250,2023,0.0,112201000.0,0.1667,1.1195,,3.3883
2250,2024,0.0,201243000.0,0.3,2.0463,,3.7482
2250,2025,0.0,-103672000.0,-0.15,-1.2058,,-1.6075
2270,2022,2170327000.0,207291000.0,6.48,13.4587,0.0433,0.9272
2270,2023,2648013000.0,308771000.0,9.65,18.6776,0.0387,0.6205
2270,2024,2857652000.0,483687000.0,15.12,26.7637,0.0295,1.1887
2270,2025,2999400000.0,477389000.0,14.92,27.3935,0.0404,1.1402
2280,2021,,,,,,
2280,2022,18722258000.0,1759812000.0,1.79,10.5559,0.6039,0.5566
2280,2023,19575585000.0,2049123000.0,2.08,11.5134,0.7012,0.4785
2280,2024,20979512000.0,2313100000.0,2.34,12.3098,0.5677,0.4266
2280,2025,22064876000.0,2456093000.0,2.48,11.9649,0.6352,0.4012
2281,2021,,,,,,
2281,2022,1727041745.0,186809894.0,9.34,30.4067,1.0231,0.0546
2281,2023,2093092807.0,75940950.0,3.8,12.2718,1.3268,0.9217
2281,2024,2563484224.0,95822173.0,4.79,14.0498,1.9352,0.467
2281,2025,2653480898.0,-18834977.0,-0.94,-3.0606,2.8153,-2.5936
2290,2021,,,,,,
2290,2022,7024050000.0,414145000.0,0.74,2.9475,0.0105,4.0671
2290,2023,4532731000.0,-485144000.0,-0.86,-4.0766,0.0095,-2.608
2290,2024,6160538000.0,420334000.0,0.75,3.7407,0.0094,2.3433
2290,2025,5601167000.0,79098000.0,0.14,0.7359,0.0095,14.2382
2300,2021,,,,,,
2300,2022,691864895.0,46894939.0,1.4727,11.6851,1.255,
2300,2023,811082497.0,72935736.0,1.97,15.4327,0.9081,
2300,2024,837244039.0,83237867.0,2.25,16.2324,0.9467,0.5348
2300,2025,850293750.0,66696285.0,1.8,11.5027,0.9424,
2310,2021,,,,,,
2310,2022,10253628000.0,3595291000.0,4.96,22.7446,0.2197,0.656
2310,2023,7617941000.0,1174994000.0,1.62,7.5469,0.1747,1.2343
2310,2024,7060592000.0,426139000.0,0.59,2.7963,0.1482,1.7016
2310,2025,6809747000.0,-860459000.0,-1.19,-6.3119,0.2104,-0.8427
2320,2021,,,,,,
2320,2022,2197055167.0,52630638.0,0.83,6.3933,1.6764,0.405
2320,2023,2490493706.0,141491850.0,2.21,15.6373,1.4252,0.1506
2320,2024,2812476486.0,265748386.0,4.16,24.7995,0.8877,0.3609
2320,2025,2857416540.0,453058537.0,7.08,34.5807,0.6012,0.4234
2330,2022,2948471000.0,294501000.0,1.135,9.0909,1.2237,1.9337
2330,2023,2373514000.0,171061000.0,0.66,5.2959,2.1948,0.8326
2330,2024,2192636000.0,-259180000.0,-1.0,-9.0217,2.9218,-0.0001
2330,2025,3501939000.0,226226000.0,0.88,7.3197,3.0457,
2340,2021,,,,,,
2340,2022,647504000.0,-57867000.0,-0.71,-4.5157,0.1868,
2340,2023,522605000.0,-74790000.0,-0.92,-6.297,0.2144,
2340,2024,562168000.0,-129115000.0,-1.59,-12.5384,0.244,
2340,2025,563982000.0,21318000.0,0.26,2.0156,0.2081,
2350,2021,,,,,,
2350,2022,11157015000.0,-1243890000.0,-0.83,-8.0369,0.6507,
2350,2023,8170642000.0,-2136474000.0,-1.42,-16.083,0.7656,
2350,2024,8726026000.0,-1803717000.0,-1.2,-15.6806,0.7284,
2350,2025,8458846000.0,-2293883000.0,-1.53,-24.9882,0.9957,
2360,2021,,,,,,
2360,2022,76349895.0,-8762676.0,-0.5002,-3.2631,0.0227,
2360,2023,75674768.0,-59140066.0,-3.3981,-28.1788,0.0326,
2360,2024,58487014.0,-108445350.0,-6.2357,-106.2809,0.2626,
2360,2025,68268505.0,-32492500.0,-1.8716,-47.0431,0.7075,
2370,2022,814395347.0,-11788217.0,-0.29,-3.5907,0.3245,
2370,2023,926882487.0,48935113.0,1.22,12.9583,0.0427,
2370,2024,1143914626.0,90997994.0,2.27,19.6009,0.1989,
2370,2025,1482004866.0,101663090.0,2.54,18.8683,0.3409,0.3935
2380,2022,55952481000.0,-1114881000.0,-0.79,-7.3084,2.4065,-0.0
2380,2023,44603993000.0,-4692733000.0,-2.81,-44.478,3.6771,-0.0
2380,2024,38662135000.0,-4544527000.0,-2.72,-46.3571,3.2489,-0.0
2380,2025,35008493000.0,-3898704000.0,-2.33,-29.9214,1.9343,
2381,2021,,,,,,
2381,2022,2703535475.0,557719959.0,6.85,9.9774,0.4879,0.0389
2381,2023,3476523864.0,604613933.0,6.79,10.1421,0.535,0.3724
2381,2024,3618817503.0,321364737.0,3.61,5.4118,0.5091,1.073
2381,2025,3433327363.0,-75250331.0,-0.85,-1.3096,0.5287,-1.5941
3002,2021,,,,,,
3002,2022,535686000.0,112809000.0,0.66,5.7486,0.1441,0.7517
3002,2023,485651000.0,55162000.0,0.32,2.7943,0.1727,0.7681
3002,2024,534505000.0,68429000.0,0.4,3.3506,0.1466,
3002,2025,516125000.0,36746000.0,0.22,1.8057,0.129,0.0151
3003,2022,431381721.0,115010427.0,0.82,6.3224,0.0021,1.0956
3003,2023,356469662.0,82001085.0,0.59,4.6167,0.0013,1.5366
3003,2024,520836291.0,144119933.0,1.03,8.0284,0.0009,0.8743
3003,2025,519638396.0,128925087.0,0.92,7.0357,0.0006,0.7058
3004,2021,,,,,,
3004,2022,617958173.0,112023420.0,0.62,5.027,0.3947,0.8034
3004,2023,689553324.0,56259215.0,0.31,2.5115,0.427,0.7999
3004,2024,622520069.0,100799650.0,0.56,4.4756,0.4345,0.8929
3004,2025,683517776.0,56062016.0,0.31,2.4783,0.4719,0.8027
3005,2021,,,,,,
3005,2022,221216841.0,22986944.0,0.42,3.0161,0.4187,0.5982
3005,2023,168947617.0,3951063.0,0.07,0.5158,0.4095,
3005,2024,265590348.0,47719184.0,0.87,5.8652,0.3422,
3005,2025,279057429.0,45775125.0,0.83,5.3287,0.2341,
3007,2021,,,,,,
3007,2022,624740216.0,15739163.0,0.07,5.3215,0.8592,1.4296
3007,2023,572490017.0,33873193.0,0.151,10.7161,0.7938,0.3985
3007,2024,544688020.0,12077393.0,0.054,4.0547,0.7531,2.515
3007,2025,475341838.0,3196552.0,0.014,1.0984,0.5859,3.1675
3008,2021,,,,,,
3008,2022,129371710.0,1709762.0,0.03,1.2645,0.3539,
3008,2023,129179914.0,-4138744.0,-0.02,-3.2192,1.1225,
3008,2024,183872514.0,-19004824.0,-0.08,-17.3316,1.2247,
3008,2025,274029265.0,-40838914.0,-0.18,-58.2732,1.9973,
3010,2021,,,,,,
3010,2022,970949000.0,181006000.0,1.81,6.8686,0.0897,1.4366
3010,2023,875760000.0,139633000.0,1.4,5.4266,0.0586,1.3141
3010,2024,857855000.0,160097000.0,1.6,6.2406,0.035,0.9132
3010,2025,1062199000.0,165015000.0,1.65,6.4018,0.0096,0.7474
3020,2021,,,,,,
3020,2022,1008111137.0,355798550.0,1.76,7.6495,0.2383,0.0013
3020,2023,935192569.0,304251843.0,1.5,6.4279,0.2797,0.6675
3020,2024,1172979234.0,420705984.0,2.08,8.6863,0.3702,0.4756
3020,2025,1423215257.0,482877524.0,2.38,9.7164,0.3697,0.4434
3030,2021,,,,,,
3030,2022,1419821000.0,398838000.0,2.61,17.394,0.1516,1.3135
3030,2023,1461832000.0,381027000.0,2.49,17.6458,0.2064,1.3367
3030,2024,1675807000.0,421874000.0,2.76,18.8293,0.1334,0.8128
3030,2025,1671202000.0,363683000.0,2.38,16.3832,0.1036,1.0646
3040,2021,,,,,,
3040,2022,678456217.0,130512557.0,1.45,7.8396,0.0009,1.5692
3040,2023,583559913.0,141970722.0,1.58,8.9895,0.0004,1.6237
3040,2024,967578131.0,287491196.0,2.85,10.4578,0.001,0.9614
3040,2025,1133302818.0,259932859.0,2.37,9.7801,0.0387,1.3458
3050,2021,,,,,,
3050,2022,1222409001.0,300708182.0,2.15,9.3807,0.079,0.9336
3050,2023,1070264178.0,195401445.0,1.4,6.1112,0.1145,0.6165
3050,2024,935028850.0,193026957.0,1.38,5.9544,0.2027,0.9928
3050,2025,867338252.0,-48512243.0,-0.35,-1.5824,0.4123,-2.1089
3060,2021,,,,,,
3060,2022,981168444.0,215407476.0,1.37,7.7801,0.0618,1.0996
3060,2023,827216726.0,119921196.0,0.76,4.5219,0.1575,1.9622
3060,2024,876749280.0,157120485.0,1.0,6.029,0.1222,1.2477
3060,2025,1083964180.0,104467957.0,0.66,4.1582,0.0622,1.8532
3080,2021,,,,,,
3080,2022,784197000.0,143300000.0,1.67,6.0377,0.003,1.2549
3080,2023,995666000.0,196492000.0,2.28,8.2283,0.0028,0.6991
3080,2024,1210646000.0,247883000.0,2.88,10.8074,0.0026,0.5552
3080,2025,1261985000.0,202465000.0,2.35,8.6486,0.1594,0.6779
3090,2021,,,,,,
3090,2022,297549464.0,20967188.0,0.233,1.6271,0.1668,1.1069
3090,2023,265083135.0,15012235.0,0.167,1.1624,0.1252,0.0453
3090,2024,343363336.0,79562528.0,0.884,6.6179,0.0822,0.56
3090,2025,287041234.0,37290045.0,0.414,3.1861,0.0296,1.2067
3091,2021,,,,,,
3091,2022,251861520.0,30893914.0,0.28,2.7909,0.5483,
3091,2023,269284152.0,37678330.0,0.35,3.2922,0.5339,
3091,2024,256504047.0,-27731380.0,-0.26,-2.4838,0.6532,
3091,2025,244311341.0,-206564677.0,-1.9,-22.6971,0.7709,
4001,2021,,,,,,
4001,2022,9549545554.0,1079509086.0,1.2,73.4223,1.1742,0.9561
4001,2023,10233719474.0,482047729.0,0.54,34.1213,1.4516,1.0735
4001,2024,10762916016.0,511021992.0,0.57,37.228,2.0265,1.0567
4001,2025,11088796665.0,250097452.0,0.28,20.3886,2.4597,1.6554
4002,2021,,,,,,
4002,2022,2334112284.0,599305261.0,3.0,20.5042,0.3052,0.4589
4002,2023,2705508121.0,657687906.0,3.29,20.0695,0.2406,0.4561
4002,2024,2879372341.0,645759043.0,3.23,18.0969,0.2135,0.542
4002,2025,3222580029.0,822041282.0,4.11,21.7586,0.2619,0.7299
4003,2021,,,,,,
4003,2022,6031066000.0,440174000.0,5.85,38.6355,1.5629,0.6669
4003,2023,6200688000.0,390462000.0,5.12,30.4012,1.5355,0.6829
4003,2024,6781200000.0,527895000.0,6.9026,30.8773,1.1142,1.3039
4003,2025,7446115000.0,497002000.0,6.57,30.3839,1.3917,0.7665
4004,2021,,,,,,
4004,2022,2487983135.0,274463823.0,3.05,13.7932,0.9938,0.6558
4004,2023,2942897701.0,360122537.0,3.7,11.2419,0.616,0.4284
4004,2024,3205733994.0,471202060.0,4.83,13.585,0.5832,0.427
4004,2025,4066888893.0,538268320.0,5.32,13.1851,0.9637,0.3875
4005,2021,,,,,,
4005,2022,917934901.0,170074845.0,3.79,13.4597,0.0658,0.2637
4005,2023,1081783416.0,240927386.0,5.37,16.5764,0.2272,0.1862
4005,2024,1293685328.0,294699098.0,6.58,18.1237,0.2999,0.3044
4005,2025,1600361606.0,318469575.0,7.13,17.2219,0.2791,0.2807
4006,2022,1798679985.0,22826074.0,0.51,3.4642,1.7974,
4006,2023,1813405062.0,21791819.0,0.48,3.2989,1.8502,1.0325
4006,2024,1835212692.0,25429968.0,0.57,3.7126,1.8755,
4006,2025,1780204311.0,24676360.0,0.55,3.4717,1.9328,
4007,2021,,,,,,
4007,2022,1122397025.0,257336168.0,1.61,15.0439,0.2111,0.7734
4007,2023,1176763617.0,303330872.0,1.9,16.4414,0.1703,0.5509
4007,2024,1153880931.0,338800814.0,2.12,17.2747,0.1551,0.6634
4007,2025,1234531248.0,241859844.0,1.51,12.0618,0.1428,0.8265
4008,2021,,,,,,
4008,2022,1136538153.0,-142500986.0,-3.96,-34.4396,1.414,
4008,2023,930119458.0,-68965603.0,-1.92,-20.0629,1.1875,
4008,2024,993640008.0,-14085949.0,-0.39,-4.317,1.5137,
4008,2025,1067106530.0,45587606.0,1.27,12.2948,0.7472,
4009,2022,2151743736.0,75182816.0,0.82,5.6587,1.6863,
4009,2023,2653170475.0,17038421.0,0.19,1.2912,1.8833,
4009,2024,2882818291.0,282001652.0,3.06,17.3421,1.5164,
4009,2025,3102632953.0,301884250.0,3.28,16.1232,1.3585,0.1524
4011,2021,,,,,,
4011,2022,1999626921.0,34161868.0,0.59,8.7718,0.086,0.4536
4011,2023,1864233575.0,30833786.0,0.54,8.5537,0.111,0.591
4011,2024,2108489806.0,11700333.0,0.2,4.1888,0.2647,1.5331
4011,2025,2904624652.0,-42172333.0,-0.73,-17.1667,0.2686,
4012,2021,,,,,,
4012,2022,508801895.0,53436256.0,0.13,9.3337,0.0421,1.1228
4012,2023,532222367.0,76915786.0,0.19,13.1548,0.0407,0.8451
4012,2024,522463957.0,83903649.0,0.21,14.1494,0.0521,0.9058
4012,2025,528179412.0,100112096.0,0.25,16.3962,0.0544,0.7991
4013,2022,8310738514.0,1650750047.0,4.72,28.0802,0.599,0.6891
4013,2023,9508438768.0,2046013922.0,5.85,31.5476,0.7992,0.7014
4013,2024,11200434264.0,2315290800.0,6.62,32.2682,1.138,0.709
4013,2025,13706897641.0,2401470273.0,6.86,30.3918,1.1775,0.6923
4020,2021,,,,,,
4020,2022,2051276000.0,110539000.0,0.2933,2.399,0.7372,
4020,2023,1814225000.0,67634000.0,0.18,1.4242,0.6907,
4020,2024,1987668000.0,215063000.0,0.57,4.3194,0.6675,
4020,2025,1880085000.0,295965000.0,0.79,5.5861,0.5813,
4030,2022,8582580000.0,1040909000.0,1.128,9.9218,0.949,
4030,2023,8777500000.0,1613428000.0,1.752,13.6286,0.7058,0.1525
4030,2024,9482387000.0,2169392000.0,2.35,15.9219,0.7137,0.1872
4030,2025,10346721000.0,2431341000.0,2.63,15.9231,0.8019,0.3037
4031,2021,,,,,,
4031,2022,1977037000.0,-244488000.0,-1.3,-11.631,0.3601,
4031,2023,2458888000.0,211477000.0,1.12,9.0705,0.1445,
4031,2024,2683844000.0,327034000.0,1.74,13.0101,0.0661,0.573
4031,2025,2729708000.0,404709000.0,2.15,15.7745,0.0664,0.9291
4040,2021,,,,,,
4040,2022,1319467000.0,-90872000.0,-0.73,-9.6152,1.8142,
4040,2023,1569656000.0,-35584000.0,-0.28,-3.8929,1.4638,
4040,2024,1459637000.0,-9628000.0,-0.08,-1.0444,1.4006,
4040,2025,1826576000.0,58287000.0,0.47,5.9667,1.3832,
4050,2021,,,,,,
4050,2022,7852211128.0,75177274.0,1.0714,9.7273,5.1603,0.7544
4050,2023,9112927440.0,114552035.0,1.64,13.6197,4.5553,1.0263
4050,2024,10186571683.0,44212614.0,0.63,5.2048,5.0871,1.8683
4050,2025,11804027614.0,64285721.0,0.92,7.2092,5.2546,0.0008
4051,2022,263353491.0,21775621.0,0.215,11.4379,0.1446,1.1392
4051,2023,257105584.0,21650725.0,2.14,11.157,0.101,0.8418
4051,2024,263366652.0,23305570.0,0.23,11.7021,0.0815,0.782
4051,2025,268765278.0,25660266.0,0.25,12.4578,0.1143,0.7102
4061,2021,,,,,,
4061,2022,28110908.0,-28319864.0,-1.42,-10.9697,0.6545,
4061,2023,51155553.0,12136424.0,0.38,4.4498,0.6319,0.0009
4061,2024,43874710.0,102528.0,0.003,0.0384,0.5925,0.174
4061,2025,40148398.0,-20042173.0,-0.636,-8.1014,0.6004,
4070,2022,,,,,,
4070,2023,81825301.0,-60496313.0,-5.5772,125.6559,-1.5376,
4070,2024,68105243.0,-56452177.0,-2.4607,-23.9057,0.1699,
4070,2025,25902011.0,-9625972.0,-0.42,-4.2423,0.14,
4070,2026,33062855.0,-52793393.0,-2.31,-30.8906,0.0,
4080,2021,,,,,,
4080,2022,1757555333.0,10123556.0,0.08,0.8178,0.658,0.074
4080,2023,1639831451.0,-132646446.0,-1.05,-12.2422,0.6499,-0.0006
4080,2024,1743374758.0,-3874739.0,-0.03,-0.3593,0.5691,-0.0183
4080,2025,1694380532.0,-14813601.0,-0.12,-1.437,0.4764,-0.001
4081,2021,,,,,,
4081,2022,364341000.0,171457000.0,1.43,13.3046,0.4298,0.4374
4081,2023,346640000.0,88714000.0,0.74,6.443,0.4538,
4081,2024,319240000.0,131236000.0,1.09,9.0634,0.3287,
4081,2025,298241000.0,-126337000.0,-1.06,-10.1924,0.6749,-0.7859
4090,2021,,,,,,
4090,2022,330283906.0,139570012.0,0.4532,3.8437,0.0991,0.0423
4090,2023,536406532.0,109161022.0,0.3386,1.6644,0.3035,0.024
4090,2024,1315282488.0,333724736.0,0.6668,4.8736,0.2828,0.5088
4090,2025,1364338692.0,364807954.0,0.7293,5.3253,0.3159,0.5327
4100,2022,461348095.0,155586497.0,0.7746,4.6305,,
4100,2022,,,,,,
4100,2023,730913542.0,334234764.0,1.6729,8.1689,0.0312,0.4839
4100,2024,836040336.0,411041500.0,2.05,10.1382,0.0252,0.5951
4100,2025,1072462567.0,474116690.0,2.37,12.3452,0.0272,0.6229
4110,2021,474828927.0,-9649264.0,-0.032,-4.2728,1.2351,
4110,2022,427495117.0,-30837648.0,-0.05,-6.6295,0.5021,
4110,2023,480572141.0,-13890857.0,-0.023,-3.0454,0.5451,
4110,2024,482208372.0,-56556790.0,-0.094,-14.2404,0.7479,
4130,2021,,,,,,
4130,2022,11516628.0,-7975100.0,-0.0401,-3.7729,0.2999,
4130,2023,16061894.0,3496076.0,0.016,1.627,0.0527,
4130,2024,18098518.0,8375608.0,0.0038,3.755,0.0469,
4130,2025,18273097.0,6778423.0,0.0311,2.9493,0.0376,
4140,2021,,,,,,
4140,2022,266530.0,-21093008.0,-0.153,-13.1813,0.0,
4140,2023,13233505.0,-15604475.0,-0.08,-10.803,,
4140,2024,22976364.0,-19566893.0,-0.1,-15.661,,
4140,2025,0.0,-24924510.0,-0.13,-24.9188,,
4141,2021,,,,,,
4141,2022,126933111.0,5791528.0,0.5702,5.0159,0.396,0.777
4141,2023,130438494.0,-13906393.0,-1.1934,-8.7163,0.3296,
4141,2024,141961506.0,-3523471.0,-0.29,-2.2623,0.1963,
4141,2025,116840078.0,-8258896.0,-0.69,-5.5889,0.3343,
4150,2021,,,,,,
4150,2022,258897034.0,300356265.0,1.69,13.6672,0.0235,0.4398
4150,2023,339185405.0,271539533.0,1.53,11.4052,0.0202,0.3261
4150,2024,321517468.0,296196445.0,1.67,11.6437,0.0213,0.4429
4150,2025,384157259.0,296062285.0,1.3,7.1737,0.012,0.3904
4160,2021,,,,,,
4160,2022,0.0,-2955601.0,-0.7757,2.9407,-0.3187,
4160,2023,0.0,-6530218.0,-1.0,-20.971,0.4535,
4160,2024,0.0,-8013419.0,-1.23,-32.2645,0.6159,
4160,2025,0.0,-13027361.0,-2.0,-117.9971,1.0924,
4161,2021,,,,,,
4161,2022,4897027199.0,118654833.0,0.1,8.7565,1.6962,1.4931
4161,2023,5602927344.0,276531287.0,0.24,19.7633,1.5618,0.8267
4161,2024,5677685762.0,272158318.0,0.24,19.4545,1.6476,0.8387
4161,2025,6347958607.0,269931705.0,0.24,17.6422,1.8467,0.5918
4170,2021,,,,,,
4170,2022,10152564.0,-7232908.0,-24.0,-1.3131,,
4170,2023,9606648.0,-44196274.0,-0.8,-8.7258,0.0,
4170,2024,9977550.0,6367340.0,0.11,1.2641,0.0005,
4170,2025,9335144.0,-11484632.0,-0.2,-2.3665,0.0003,
4180,2021,,,,,,
4180,2022,53346735.0,-31865495.0,-0.12,-7.1502,0.0107,
4180,2023,45721144.0,5207720.0,0.02,1.0926,0.0075,2.1122
4180,2024,42134894.0,14515058.0,0.053,3.0454,0.0047,
4180,2025,45183292.0,4045639.0,0.015,0.8477,0.0041,1.6994
4190,2021,,,,,,
4190,2022,9391699000.0,969761000.0,0.81,53.8298,0.4001,0.9528
4190,2023,10594919000.0,973043000.0,0.81,54.9258,0.4032,1.0174
4190,2024,10619263000.0,973955000.0,0.81,55.8188,0.4538,1.0226
4190,2025,11365153000.0,1049192000.0,0.87,59.5435,0.4224,0.9836
4191,2023,314377131.0,16916216.0,0.85,6.9666,0.0649,0.5911
4191,2024,270489551.0,26936557.0,1.35,11.2692,0.1615,1.1137
4191,2025,270129137.0,22129415.0,1.11,9.2064,0.2214,0.9038
4191,2026,259526346.0,24613435.0,1.23,10.0182,0.2791,0.8126
4200,2021,,,,,,
4200,2022,12356078987.0,241826918.0,2.415,21.7991,3.1229,0.4652
4200,2023,14834059328.0,280814473.0,2.81,24.0707,3.5691,0.5342
4200,2024,19288553013.0,344650993.0,3.44,24.3261,2.9804,0.2176
4200,2025,25760827915.0,421845770.0,4.22,24.9836,2.5819,0.3556
4210,2021,,,,,,
4210,2022,3709838682.0,648791550.0,8.11,24.4679,0.3539,
4210,2023,3746229929.0,559620553.0,7.0,18.1525,0.3045,
4210,2024,3263352508.0,201690449.0,2.52,6.2754,0.2933,
4210,2025,2672986045.0,-366275192.0,-4.58,-12.5977,0.343,
4220,2021,,,,,,
4220,2022,363267000.0,-1157290000.0,-2.2092,-17.3904,0.95,
4220,2023,1031357000.0,-253220000.0,-0.4839,-3.9527,1.0909,
4220,2024,425970000.0,-1134565000.0,-2.17,-21.5414,1.5394,
4220,2025,1138223000.0,-8898000.0,-0.02,-0.0952,0.4946,
4230,2021,,,,,,
4230,2022,404207000.0,-196132000.0,-6.49,-166.0602,1.4298,
4230,2023,1378489000.0,-48015000.0,-1.59,-67.7872,5.3599,
4230,2024,2984238000.0,-62365000.0,-2.06,-857.7225,52.1256,
4230,2025,3374971000.0,-55021000.0,-1.7,-12.7953,1.0291,
4240,2022,4528369161.0,85477270.0,0.74,33.8608,25.3767,
4240,2023,4671223197.0,-1177762076.0,-10.27,151.2521,-6.0207,
4240,2024,4847143434.0,-203538578.0,-1.77,20.4931,-3.4209,
4240,2025,5103856497.0,-505506960.0,-4.4,34.6045,-3.0557,
4250,2021,,,,,,
4250,2022,849501000.0,-352430000.0,-0.35,-2.7783,0.8657,
4250,2023,1326723000.0,37480000.0,0.03,0.2946,0.9218,
4250,2024,1901395000.0,200090000.0,0.17,1.4855,0.899,
4250,2025,2113857000.0,2392828000.0,2.03,15.0849,0.5873,
4260,2021,,,,,,
4260,2022,1025162000.0,252009000.0,2.655,14.6131,0.2576,0.5084
4260,2023,1378138000.0,277230000.0,2.925,14.9021,0.3448,0.5137
4260,2024,1971101000.0,314635000.0,4.25,11.6649,0.6198,0.338
4260,2025,2418895000.0,345767000.0,3.32,11.7527,0.5856,0.3391
4261,2021,,,,,,
4261,2022,967967678.0,193107949.0,2.9933,29.0449,1.5114,0.4787
4261,2023,1135394167.0,142069485.0,2.2,19.4702,1.687,0.5509
4261,2024,1302671602.0,182706083.0,2.83,22.0012,1.7682,0.4542
4261,2025,1497065889.0,180259347.0,2.79,19.7079,2.1889,0.5343
4270,2021,,,,,,
4270,2022,1000093933.0,-9219476.0,-0.15,-1.4452,1.2915,
4270,2023,779158077.0,-132304036.0,-2.21,-26.3846,1.5541,
4270,2024,721196233.0,-219413027.0,-3.66,-77.9682,2.3381,
4270,2025,572962716.0,-267344231.0,-4.46,-2176.4473,54.9709,
4280,2021,,,,,,
4280,2022,2492121000.0,6957868000.0,1.88,22.6443,0.5976,0.1355
4280,2023,2703372000.0,1013243000.0,0.27,2.8809,0.4257,1.0241
4280,2024,2390524000.0,1236970000.0,0.33,3.1772,0.3236,0.8388
4280,2025,2692165000.0,2143294000.0,0.58,3.6698,0.2186,0.4841
4290,2021,,,,,,
4290,2022,877215390.0,-15311505.0,-0.24,-2.6755,2.0963,-0.1813
4290,2023,983649765.0,-47680945.0,-0.73,-10.6652,2.7539,-0.1147
4290,2024,1143107573.0,81004437.0,1.25,15.7745,2.4862,
4290,2025,1217883939.0,15182009.0,0.23,2.9747,2.5551,
4291,2022,308530994.0,71046522.0,1.65,10.921,0.2363,0.4842
4291,2023,446493133.0,101784524.0,2.37,14.4432,0.4677,0.507
4291,2025,,,3.74,,,
4292,2022,577493411.0,70615973.0,1.68,8.5957,1.2768,0.5664
4292,2023,666041507.0,67786016.0,1.61,8.6157,1.3295,0.6209
4292,2024,636753546.0,63370908.0,1.51,7.9083,1.4371,0.7306
4292,2025,640768314.0,82804702.0,1.97,10.0063,1.3162,0.6579
4300,2022,3925499000.0,441720000.0,0.41,2.2532,0.5505,
4300,2023,2707100000.0,610758000.0,0.57,3.0099,0.4981,
4300,2024,3759022000.0,806840000.0,0.75,3.8249,0.5424,
4300,2025,3899802000.0,1133920000.0,1.05,5.1015,0.7137,
4310,2021,,,,,,
4310,2022,56686593.0,-19388732.0,-0.057,-0.6337,0.0726,
4310,2023,66860666.0,-45557467.0,-0.134,-1.5168,0.1843,
4310,2024,158804993.0,-20956568.0,-0.062,-0.7009,0.4829,
4310,2025,318986652.0,-34869460.0,-0.103,-1.1821,0.764,
4320,2022,216108228.0,66773852.0,0.72,6.1687,0.6552,0.6989
4320,2023,215155987.0,36416938.0,0.39,3.3974,0.8576,1.2815
4320,2024,235887525.0,-31600315.0,-0.34,-3.1084,0.9695,-0.7384
4320,2025,237076984.0,-18273204.0,-0.2,-1.9208,1.0077,-2.5538
4321,2022,2037485632.0,775431515.0,1.63,5.7266,0.8563,0.9188
4321,2023,2253673262.0,1514995569.0,3.19,10.6155,0.8517,0.7025
4321,2024,2344038571.0,1216906944.0,2.56,8.2305,1.035,0.5435
